,Time(Lin_Reg),Time(knn_Reg),Time(Rid_Reg),Accuracy(Lin_Reg),Accuracy(knn_Reg),Accuracy(Rid_Reg),MSE(Lin_Reg),MSE(knn_Reg),MSE(Rid_Reg),R-sq(Lin_Reg),R-sq(knn_Reg),R-sq(Rid_Reg)
0,0.061004638671875,0.029141902923583984,0.1551961898803711,0.9473684210526315,0.9473684210526315,0.9270653589427691,0.05263157894736842,0.05263157894736842,0.1801592699740796,0.9283018867924528,0.9283018867924528,0.9270653589427691
1,0.02180624008178711,0.031256675720214844,0.0,0.9736842105263158,0.9736842105263158,0.9297204417123645,0.02631578947368421,0.02631578947368421,0.1781380876019265,0.9639126305792972,0.9639126305792972,0.9297204417123645
2,0.03126025199890137,0.031652212142944336,0.0,0.9736842105263158,0.9736842105263158,0.9109742957210375,0.02631578947368421,0.02631578947368421,0.19622841725652387,0.9596174282678002,0.9596174282678002,0.9109742957210375
3,0.031263113021850586,0.031258344650268555,0.0,0.9736842105263158,0.9736842105263158,0.9324789241077669,0.02631578947368421,0.02631578947368421,0.15985213432456857,0.9589189189189189,0.9589189189189189,0.9324789241077669
4,0.029466629028320312,0.029001951217651367,0.0,0.9473684210526315,0.9473684210526315,0.9267438554317435,0.05263157894736842,0.05263157894736842,0.15675258098410658,0.9125431530494822,0.9125431530494822,0.9267438554317435
5,0.0312957763671875,0.021639347076416016,0.0,0.9736842105263158,0.9736842105263158,0.9274853277365215,0.02631578947368421,0.02631578947368421,0.161730859714225,0.9560693641618497,0.9560693641618497,0.9274853277365215
6,0.015635967254638672,0.031256914138793945,0.0,0.9210526315789473,0.9210526315789473,0.9234088285984318,0.07894736842105263,0.07894736842105263,0.16034759339609034,0.887905604719764,0.887905604719764,0.9234088285984318
7,0.02764415740966797,0.02435016632080078,0.0020008087158203125,0.9473684210526315,0.9473684210526315,0.9117049549520316,0.05263157894736842,0.05263157894736842,0.17489839569111168,0.9199157007376185,0.9199157007376185,0.9117049549520316
8,0.030003786087036133,0.023001909255981445,0.003003835678100586,1.0,1.0,0.9454914107378813,0.0,0.0,0.14549177843068992,1.0,1.0,0.9454914107378813
9,0.029145240783691406,0.035988807678222656,0.002000093460083008,1.0,1.0,0.9288728430218965,0.0,0.0,0.15082632437991653,1.0,1.0,0.9288728430218965
10,0.019000530242919922,0.02099919319152832,0.0009999275207519531,0.9736842105263158,0.9736842105263158,0.9279058846209054,0.02631578947368421,0.02631578947368421,0.16196805209705306,0.9564719358533792,0.9564719358533792,0.9279058846209054
11,0.03400135040283203,0.027001142501831055,0.003002643585205078,0.9473684210526315,0.9473684210526315,0.899961889446582,0.05263157894736842,0.05263157894736842,0.1727978560091876,0.91324200913242,0.91324200913242,0.899961889446582
